Creation TS  	 Processing TS 	 TX ID 	 RSSI  	SEQ NO  	X-Axis 	Y-Axis 	Z-Axis 	  X  	  Y  	 Z 
--------------------------------------------------------------------------------------------------------------------
-1817246263	 1617385424	 03004	 -58.5     160  	b'fff5'	b'000e'	b'00ea'	-0.0429	0.0546	0.9126
-1817246262	 1617385424	 03004	 -59.5     150  	b'fffb'	b'000a'	b'00e8'	-0.0195	0.039	0.9048
-1817246241	 1617385424	 03004	 -59.5     151  	b'fff4'	b'000d'	b'00eb'	-0.0468	0.0507	0.9165
-1817246199	 1617385424	 03004	 -60.0     153  	b'fff2'	b'0010'	b'00ea'	-0.0546	0.0624	0.9126
-1817246178	 1617385424	 03004	 -59.0     154  	b'fff5'	b'000f'	b'00e9'	-0.0429	0.0585	0.9087
-1817246144	 1617385424	 03004	 -59.5     155  	b'fffb'	b'000e'	b'00e7'	-0.0195	0.0546	0.9009
-1817246137	 1617385424	 03004	 -59.5     156  	b'fffa'	b'000e'	b'00ea'	-0.0234	0.0546	0.9126
-1817246116	 1617385424	 03004	 -59.5     157  	b'fff5'	b'000f'	b'00e9'	-0.0429	0.0585	0.9087
-1817246095	 1617385424	 03004	 -59.5     158  	b'fff2'	b'000e'	b'00e9'	-0.0546	0.0546	0.9087
-1817246074	 1617385424	 03004	 -59.5     159  	b'fff5'	b'000c'	b'00e9'	-0.0429	0.0468	0.9087
-1817246053	 1617385424	 03004	 -59.5     160  	b'fff6'	b'000b'	b'00e9'	-0.039	0.0429	0.9087
-1817246032	 1617385424	 03004	 -59.5     161  	b'fff7'	b'000c'	b'00e8'	-0.0351	0.0468	0.9048
-1817246011	 1617385424	 03004	 -59.5     162  	b'fff5'	b'000f'	b'00e9'	-0.0429	0.0585	0.9087
-1817245990	 1617385424	 03004	 -59.5     163  	b'fff5'	b'000e'	b'00eb'	-0.0429	0.0546	0.9165
-1817245969	 1617385424	 03004	 -59.5     164  	b'fff4'	b'000f'	b'00eb'	-0.0468	0.0585	0.9165
-1817245949	 1617385424	 03004	 -59.5     165  	b'fff4'	b'000e'	b'00e8'	-0.0468	0.0546	0.9048
-1817245928	 1617385424	 03004	 -59.5     166  	b'fff8'	b'000e'	b'00ea'	-0.0312	0.0546	0.9126
-1817245907	 1617385424	 03004	 -59.0     167  	b'fff6'	b'000e'	b'00e7'	-0.039	0.0546	0.9009
-1817245886	 1617385424	 03004	 -59.5     168  	b'fff5'	b'000d'	b'00e9'	-0.0429	0.0507	0.9087
-1817245865	 1617385424	 03004	 -59.5     169  	b'fff3'	b'000e'	b'00e9'	-0.0507	0.0546	0.9087
-1817245844	 1617385424	 03004	 -59.0     170  	b'fff2'	b'000d'	b'00e9'	-0.0546	0.0507	0.9087
-1817245823	 1617385424	 03004	 -59.5     171  	b'fff6'	b'000c'	b'00ea'	-0.039	0.0468	0.9126
-1817245802	 1617385424	 03004	 -59.5     172  	b'fff7'	b'000b'	b'00e9'	-0.0351	0.0429	0.9087
-1817245782	 1617385424	 03004	 -59.5     173  	b'fff9'	b'000e'	b'00e7'	-0.0273	0.0546	0.9009
-1817245761	 1617385424	 03004	 -59.5     174  	b'fff5'	b'000f'	b'00e9'	-0.0429	0.0585	0.9087
-1817245740	 1617385424	 03004	 -60.5     175  	b'fff2'	b'0010'	b'00ea'	-0.0546	0.0624	0.9126
-1817245719	 1617385424	 03004	 -59.5     176  	b'fff6'	b'000c'	b'00e9'	-0.039	0.0468	0.9087
-1817245698	 1617385424	 03004	 -59.5     177  	b'fff6'	b'000c'	b'00e9'	-0.039	0.0468	0.9087
-1817245677	 1617385424	 03004	 -59.5     178  	b'fff6'	b'000d'	b'00e8'	-0.039	0.0507	0.9048
-1817245656	 1617385424	 03004	 -59.5     179  	b'fff4'	b'000d'	b'00e9'	-0.0468	0.0507	0.9087
-1817245635	 1617385424	 03004	 -59.0     180  	b'fff5'	b'000e'	b'00e9'	-0.0429	0.0546	0.9087
-1817245615	 1617385424	 03004	 -59.5     181  	b'fff4'	b'000f'	b'00e9'	-0.0468	0.0585	0.9087
-1817245594	 1617385424	 03004	 -59.5     182  	b'fff7'	b'000c'	b'00ea'	-0.0351	0.0468	0.9126
-1817245573	 1617385425	 03004	 -59.5     183  	b'fff6'	b'000e'	b'00e9'	-0.039	0.0546	0.9087
-1817245552	 1617385425	 03004	 -59.5     184  	b'fff8'	b'000c'	b'00e8'	-0.0312	0.0468	0.9048
-1817245531	 1617385425	 03004	 -59.0     185  	b'fff7'	b'000f'	b'00e9'	-0.0351	0.0585	0.9087
-1817245510	 1617385425	 03004	 -59.5     186  	b'fff5'	b'000f'	b'00e9'	-0.0429	0.0585	0.9087
-1817245489	 1617385425	 03004	 -59.0     187  	b'fff5'	b'000e'	b'00ea'	-0.0429	0.0546	0.9126
-1817245468	 1617385425	 03004	 -59.0     188  	b'fff6'	b'000d'	b'00e8'	-0.039	0.0507	0.9048
-1817245447	 1617385425	 03004	 -59.5     189  	b'fff5'	b'000d'	b'00e9'	-0.0429	0.0507	0.9087
-1817245427	 1617385425	 03004	 -59.5     190  	b'fff7'	b'000c'	b'00ea'	-0.0351	0.0468	0.9126
-1817245406	 1617385425	 03004	 -59.5     191  	b'fff7'	b'000f'	b'00e8'	-0.0351	0.0585	0.9048
-1817245385	 1617385425	 03004	 -59.0     192  	b'fff7'	b'000e'	b'00e9'	-0.0351	0.0546	0.9087
-1817245364	 1617385425	 03004	 -59.0     193  	b'fff5'	b'000e'	b'00e7'	-0.0429	0.0546	0.9009
-1817245343	 1617385425	 03004	 -59.0     194  	b'fff6'	b'000e'	b'00e9'	-0.039	0.0546	0.9087
-1817245322	 1617385425	 03004	 -59.0     195  	b'fff6'	b'000e'	b'00ea'	-0.039	0.0546	0.9126
-1817245301	 1617385425	 03004	 -59.0     196  	b'fff6'	b'000b'	b'00ea'	-0.039	0.0429	0.9126
-1817245239	 1617385425	 03004	 -58.5     199  	b'fff4'	b'000e'	b'00ec'	-0.0468	0.0546	0.9204
-1817245218	 1617385425	 03004	 -59.0     200  	b'fff2'	b'000e'	b'00e8'	-0.0546	0.0546	0.9048
-1817245197	 1617385425	 03004	 -58.5     201  	b'fff6'	b'000c'	b'00ea'	-0.039	0.0468	0.9126
-1817245176	 1617385425	 03004	 -58.5     202  	b'fff8'	b'000f'	b'00eb'	-0.0312	0.0585	0.9165
-1817245155	 1617385425	 03004	 -59.0     203  	b'fffc'	b'000d'	b'00e8'	-0.0156	0.0507	0.9048
-1817245134	 1617385425	 03004	 -59.0     204  	b'fff9'	b'000e'	b'00e9'	-0.0273	0.0546	0.9087
-1817245113	 1617385425	 03004	 -59.0     205  	b'fff4'	b'000c'	b'00e9'	-0.0468	0.0468	0.9087
-1817245093	 1617385425	 03004	 -58.5     206  	b'fff1'	b'000e'	b'00ea'	-0.0585	0.0546	0.9126
-1817245072	 1617385425	 03004	 -58.5     207  	b'fff3'	b'000f'	b'00e9'	-0.0507	0.0585	0.9087
-1817245051	 1617385425	 03004	 -59.5     208  	b'fff7'	b'000d'	b'00e9'	-0.0351	0.0507	0.9087
-1817245030	 1617385425	 03004	 -59.0     209  	b'fff8'	b'000d'	b'00e7'	-0.0312	0.0507	0.9009
-1817245009	 1617385425	 03004	 -58.5     210  	b'fff8'	b'000d'	b'00e8'	-0.0312	0.0507	0.9048
-1817244988	 1617385425	 03004	 -58.0     211  	b'fff5'	b'000d'	b'00e9'	-0.0429	0.0507	0.9087
-1817244967	 1617385425	 03004	 -56.5     212  	b'fff5'	b'000e'	b'00eb'	-0.0429	0.0546	0.9165
-1817244946	 1617385425	 03004	 -55.5     213  	b'fff5'	b'000d'	b'00e9'	-0.0429	0.0507	0.9087
-1817244913	 1617385425	 03004	 -55.0     214  	b'fff5'	b'000d'	b'00e9'	-0.0429	0.0507	0.9087
